instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,cnt
4374,2011/7/6,3,1,28.7,33.335,79,0,6
4375,2011/7/6,4,2,27.88,31.82,83,6.0032,6
4376,2011/7/6,5,1,27.88,31.82,83,6.0032,35
4377,2011/7/6,6,1,28.7,33.335,79,6.0032,121
4378,2011/7/6,7,2,29.52,34.85,79,0,312
4379,2011/7/6,8,2,29.52,34.85,74,7.0015,428
4380,2011/7/6,9,3,28.7,33.335,79,12.998,189
4381,2011/7/6,10,3,28.7,33.335,79,6.0032,43
4382,2011/7/6,11,2,29.52,34.85,74,0,127
4383,2011/7/6,12,2,30.34,34.85,66,6.0032,152
4384,2011/7/6,13,2,30.34,34.85,70,7.0015,140
4385,2011/7/6,14,1,31.16,36.365,66,19.0012,163
4386,2011/7/6,15,1,31.16,36.365,70,19.0012,185
4387,2011/7/6,16,1,31.16,36.365,70,16.9979,275
4388,2011/7/6,17,1,31.98,37.12,59,15.0013,596
4389,2011/7/6,18,1,31.16,35.605,62,12.998,563
4390,2011/7/6,19,1,30.34,34.85,70,15.0013,394
4391,2011/7/6,20,1,29.52,34.85,74,16.9979,312
4392,2011/7/6,21,1,28.7,33.335,79,12.998,241
4393,2011/7/6,22,1,28.7,33.335,79,12.998,186
4394,2011/7/6,23,1,27.88,31.82,83,15.0013,98
4395,2011/7/7,0,1,27.06,29.545,89,8.9981,35
4396,2011/7/7,1,1,27.06,29.545,89,12.998,16
4397,2011/7/7,2,1,27.06,29.545,89,12.998,8
4398,2011/7/7,3,1,26.24,28.03,94,7.0015,4
4399,2011/7/7,4,1,26.24,28.79,89,7.0015,4
4400,2011/7/7,5,1,26.24,28.79,89,7.0015,32
4401,2011/7/7,6,2,26.24,28.79,89,8.9981,118
4402,2011/7/7,7,2,27.06,29.545,89,7.0015,292
4403,2011/7/7,8,2,28.7,33.335,79,12.998,443
4404,2011/7/7,9,1,30.34,34.85,70,11.0014,179
4405,2011/7/7,10,1,31.98,37.12,62,0,101
4406,2011/7/7,11,1,33.62,38.635,52,8.9981,142
4407,2011/7/7,12,1,34.44,38.635,41,0,171
4408,2011/7/7,13,1,35.26,39.395,41,0,155
4409,2011/7/7,14,1,35.26,39.395,41,16.9979,160
4410,2011/7/7,15,1,35.26,39.395,41,16.9979,166
4411,2011/7/7,16,1,35.26,38.635,39,15.0013,265
4412,2011/7/7,17,1,35.26,37.88,36,16.9979,569
4413,2011/7/7,18,1,34.44,37.88,44,19.9995,562
4414,2011/7/7,19,1,33.62,38.635,52,19.0012,365
4415,2011/7/7,20,1,31.16,35.605,58,23.9994,285
4416,2011/7/7,21,1,30.34,34.09,62,11.0014,209
4417,2011/7/7,22,1,30.34,34.09,62,11.0014,182
4418,2011/7/7,23,1,29.52,34.09,66,0,129
4419,2011/7/8,0,1,30.34,34.85,66,7.0015,47
4420,2011/7/8,1,1,29.52,34.85,79,0,34
4421,2011/7/8,2,2,28.7,33.335,74,11.0014,22
4422,2011/7/8,3,1,27.88,31.82,79,7.0015,6
4423,2011/7/8,4,1,28.7,33.335,79,16.9979,11
4424,2011/7/8,5,1,27.88,31.82,79,16.9979,27
4425,2011/7/8,6,1,28.7,33.335,74,7.0015,102
4426,2011/7/8,7,2,28.7,33.335,79,12.998,332
4427,2011/7/8,8,2,29.52,34.85,74,16.9979,457
4428,2011/7/8,9,2,31.16,36.365,70,19.9995,241
4429,2011/7/8,10,2,30.34,34.85,70,23.9994,138
4430,2011/7/8,11,2,30.34,35.605,74,16.9979,165
4431,2011/7/8,12,2,31.16,36.365,70,19.0012,213
4432,2011/7/8,13,2,31.98,37.88,66,19.0012,229
4433,2011/7/8,14,2,32.8,39.395,63,23.9994,216
4434,2011/7/8,15,2,32.8,39.395,63,23.9994,141
4435,2011/7/8,16,3,27.88,31.82,83,30.0026,132
4436,2011/7/8,17,3,27.06,29.545,89,30.0026,167
4437,2011/7/8,18,1,27.06,30.305,83,6.0032,316
4438,2011/7/8,19,1,27.06,30.305,83,6.0032,270
4439,2011/7/8,20,1,27.06,30.305,83,11.0014,250
4440,2011/7/8,21,2,27.06,30.305,83,16.9979,204
4441,2011/7/8,22,2,27.06,30.305,78,12.998,169
4442,2011/7/8,23,2,27.06,30.305,78,6.0032,151
4443,2011/7/9,0,2,27.06,30.305,83,8.9981,121
4444,2011/7/9,1,2,26.24,28.79,89,7.0015,53
4445,2011/7/9,2,1,26.24,28.79,89,11.0014,55
4446,2011/7/9,3,1,26.24,28.79,89,8.9981,30
4447,2011/7/9,4,1,26.24,28.79,83,15.0013,6
4448,2011/7/9,5,2,25.42,28.03,88,11.0014,15
4449,2011/7/9,6,2,26.24,28.79,83,12.998,38
4450,2011/7/9,7,1,27.06,30.305,78,12.998,71
4451,2011/7/9,8,1,28.7,32.575,70,16.9979,182
4452,2011/7/9,9,1,30.34,34.09,58,19.0012,247
4453,2011/7/9,10,1,31.16,34.85,52,11.0014,264
4454,2011/7/9,11,1,31.98,34.85,46,19.9995,290
4455,2011/7/9,12,1,32.8,36.365,46,16.9979,366
4456,2011/7/9,13,1,33.62,37.12,41,15.0013,416
4457,2011/7/9,14,1,34.44,37.12,36,8.9981,373
4458,2011/7/9,15,1,34.44,36.365,34,6.0032,402
4459,2011/7/9,16,1,33.62,36.365,38,0,416
4460,2011/7/9,17,1,34.44,36.365,32,0,401
4461,2011/7/9,18,1,33.62,36.365,36,7.0015,378
4462,2011/7/9,19,1,31.16,34.85,55,11.0014,306
4463,2011/7/9,20,1,31.16,35.605,58,15.0013,314
4464,2011/7/9,21,1,30.34,34.09,58,11.0014,238
4465,2011/7/9,22,1,29.52,34.09,62,11.0014,214
4466,2011/7/9,23,1,29.52,33.335,58,12.998,140
4467,2011/7/10,0,1,28.7,32.575,61,11.0014,154
4468,2011/7/10,1,1,28.7,32.575,61,8.9981,113
4469,2011/7/10,2,1,27.88,31.82,69,6.0032,96
4470,2011/7/10,3,1,27.06,31.06,74,6.0032,25
4471,2011/7/10,4,1,27.06,31.06,69,6.0032,5
4472,2011/7/10,5,1,27.06,31.06,74,0,17
4473,2011/7/10,6,1,26.24,29.545,78,6.0032,25
4474,2011/7/10,7,1,28.7,32.575,70,6.0032,65
4475,2011/7/10,8,1,29.52,34.09,66,0,92
4476,2011/7/10,9,1,30.34,34.85,66,6.0032,169
4477,2011/7/10,10,1,31.16,34.85,55,8.9981,268
4478,2011/7/10,11,1,31.98,36.365,55,12.998,287
4479,2011/7/10,12,1,33.62,37.88,46,19.0012,377
4480,2011/7/10,13,1,32.8,36.365,46,19.9995,367
4481,2011/7/10,14,1,33.62,37.12,41,22.0028,349
4482,2011/7/10,15,1,34.44,37.12,39,19.0012,361
4483,2011/7/10,16,1,34.44,37.88,41,19.0012,372
4484,2011/7/10,17,1,34.44,37.12,36,15.0013,363
4485,2011/7/10,18,1,33.62,37.12,43,19.0012,363
4486,2011/7/10,19,1,32.8,37.12,49,22.0028,303
4487,2011/7/10,20,1,31.16,34.85,55,12.998,268
4488,2011/7/10,21,1,30.34,34.09,62,16.9979,227
4489,2011/7/10,22,1,30.34,34.85,66,15.0013,143
4490,2011/7/10,23,1,29.52,34.09,66,16.9979,72
4491,2011/7/11,0,1,28.7,32.575,65,12.998,35
4492,2011/7/11,1,1,28.7,32.575,61,19.0012,10
4493,2011/7/11,2,1,28.7,32.575,61,15.0013,12
4494,2011/7/11,3,1,27.88,31.82,65,11.0014,10
4495,2011/7/11,4,1,27.06,31.06,74,15.0013,4
4496,2011/7/11,5,1,27.06,31.06,74,8.9981,26
4497,2011/7/11,6,1,27.88,31.82,74,12.998,121
4498,2011/7/11,7,1,28.7,33.335,74,16.9979,317
4499,2011/7/11,8,1,30.34,34.85,66,19.0012,420
4500,2011/7/11,9,1,31.98,37.12,59,19.9995,208
4501,2011/7/11,10,1,32.8,37.88,55,23.9994,117
4502,2011/7/11,11,1,33.62,39.395,56,19.9995,128
4503,2011/7/11,12,1,34.44,40.15,53,19.0012,148
4504,2011/7/11,13,1,35.26,40.91,50,16.9979,141
4505,2011/7/11,14,1,35.26,41.665,53,19.0012,134
4506,2011/7/11,15,1,35.26,42.425,56,27.9993,146
4507,2011/7/11,16,1,35.26,42.425,56,26.0027,239
4508,2011/7/11,17,1,35.26,42.425,56,27.9993,514
4509,2011/7/11,18,1,35.26,41.665,53,26.0027,472
4510,2011/7/11,19,1,34.44,41.665,59,22.0028,373
4511,2011/7/11,20,1,29.52,34.85,74,27.9993,236
4512,2011/7/11,21,1,28.7,33.335,79,27.9993,130
4513,2011/7/11,22,1,29.52,34.85,74,8.9981,90
4514,2011/7/11,23,1,28.7,33.335,79,8.9981,55
4515,2011/7/12,0,1,28.7,33.335,79,8.9981,22
4516,2011/7/12,1,1,28.7,33.335,79,6.0032,14
4517,2011/7/12,2,1,28.7,33.335,79,7.0015,9
4518,2011/7/12,3,2,28.7,33.335,79,0,8
4519,2011/7/12,4,1,28.7,33.335,79,11.0014,6
4520,2011/7/12,5,1,28.7,33.335,79,6.0032,25
4521,2011/7/12,6,1,30.34,34.09,58,15.0013,115
4522,2011/7/12,7,1,31.16,34.85,55,12.998,330
4523,2011/7/12,8,1,31.16,35.605,58,15.0013,417
4524,2011/7/12,9,1,31.98,36.365,55,32.9975,176
4525,2011/7/12,10,1,33.62,38.635,52,11.0014,123
4526,2011/7/12,11,1,33.62,38.635,52,11.0014,125
4527,2011/7/12,12,1,35.26,39.395,44,19.9995,163
4528,2011/7/12,13,1,35.26,40.15,47,15.0013,136
4529,2011/7/12,14,1,36.9,42.425,42,19.9995,124
4530,2011/7/12,15,1,36.9,42.425,42,23.9994,148
4531,2011/7/12,16,1,35.26,39.395,44,19.0012,202
4532,2011/7/12,17,1,36.08,40.91,44,19.0012,428
4533,2011/7/12,18,1,35.26,40.15,47,19.9995,511
4534,2011/7/12,19,1,34.44,37.88,44,19.0012,337
4535,2011/7/12,20,1,33.62,37.12,43,12.998,308
4536,2011/7/12,21,1,33.62,37.12,43,7.0015,258
4537,2011/7/12,22,1,32.8,36.365,46,8.9981,194
4538,2011/7/12,23,1,31.98,35.605,52,0,79
4539,2011/7/13,0,1,31.16,35.605,62,0,46
4540,2011/7/13,1,1,31.16,34.85,55,0,12
4541,2011/7/13,2,1,31.16,34.85,55,0,5
4542,2011/7/13,3,1,30.34,34.09,58,12.998,4
4543,2011/7/13,4,1,30.34,34.09,58,16.9979,5
4544,2011/7/13,5,1,30.34,34.09,58,12.998,26
4545,2011/7/13,6,1,30.34,34.09,58,11.0014,121
4546,2011/7/13,7,1,31.16,34.85,55,16.9979,313
4547,2011/7/13,8,1,32.8,37.12,49,16.9979,449
4548,2011/7/13,9,1,33.62,37.12,41,12.998,186
4549,2011/7/13,10,1,33.62,37.88,46,12.998,113
4550,2011/7/13,11,1,34.44,37.12,39,11.0014,165
4551,2011/7/13,12,1,34.44,37.88,41,19.0012,174
4552,2011/7/13,13,3,33.62,37.88,46,8.9981,158
4553,2011/7/13,14,3,33.62,37.88,46,8.9981,116
4554,2011/7/13,15,3,26.24,28.03,94,8.9981,46
4555,2011/7/13,16,2,27.06,29.545,89,0,141
4556,2011/7/13,17,1,28.7,33.335,79,0,488
4557,2011/7/13,18,1,29.52,34.85,79,8.9981,463
4558,2011/7/13,19,1,28.7,33.335,79,7.0015,419
4559,2011/7/13,20,1,28.7,33.335,84,11.0014,342
4560,2011/7/13,21,1,28.7,33.335,79,7.0015,250
4561,2011/7/13,22,1,27.88,31.82,83,12.998,184
4562,2011/7/13,23,1,27.06,30.305,83,16.9979,116
4563,2011/7/14,0,1,27.06,31.06,69,19.9995,46
4564,2011/7/14,1,1,27.06,31.06,61,16.9979,25
4565,2011/7/14,2,1,26.24,31.06,57,19.9995,10
4566,2011/7/14,3,1,25.42,31.06,57,19.9995,6
4567,2011/7/14,4,1,25.42,31.06,53,16.9979,6
4568,2011/7/14,5,1,24.6,31.06,56,15.0013,28
4569,2011/7/14,6,1,24.6,30.305,60,15.0013,130
4570,2011/7/14,7,1,25.42,31.06,53,16.9979,334
4571,2011/7/14,8,1,26.24,31.06,50,23.9994,486
4572,2011/7/14,9,1,27.88,31.82,47,19.0012,224
4573,2011/7/14,10,1,28.7,31.82,42,16.9979,127
4574,2011/7/14,11,1,29.52,32.575,37,15.0013,148
4575,2011/7/14,12,1,30.34,32.575,35,16.9979,223
4576,2011/7/14,13,1,31.16,33.335,33,22.0028,177
4577,2011/7/14,14,1,30.34,32.575,35,19.0012,178
4578,2011/7/14,15,1,31.16,33.335,33,19.9995,180
4579,2011/7/14,16,1,31.16,33.335,33,8.9981,274
4580,2011/7/14,17,1,30.34,32.575,37,8.9981,595
4581,2011/7/14,18,1,29.52,32.575,42,12.998,578
4582,2011/7/14,19,1,29.52,32.575,39,15.0013,400
4583,2011/7/14,20,1,28.7,31.82,42,15.0013,348
4584,2011/7/14,21,1,27.06,31.06,50,8.9981,261
4585,2011/7/14,22,1,26.24,31.06,57,6.0032,176
4586,2011/7/14,23,1,26.24,30.305,65,16.9979,124
4587,2011/7/15,0,1,25.42,29.545,73,15.0013,80
4588,2011/7/15,1,1,25.42,29.545,73,12.998,20
4589,2011/7/15,2,1,24.6,28.79,78,11.0014,38
4590,2011/7/15,3,1,24.6,29.545,73,12.998,7
4591,2011/7/15,4,1,24.6,29.545,73,11.0014,10
4592,2011/7/15,5,1,24.6,29.545,73,8.9981,23
4593,2011/7/15,6,2,24.6,29.545,73,7.0015,120
4594,2011/7/15,7,1,26.24,30.305,65,7.0015,274
4595,2011/7/15,8,1,26.24,30.305,65,16.9979,564
4596,2011/7/15,9,1,27.88,31.82,54,12.998,207
4597,2011/7/15,10,2,27.06,31.06,61,11.0014,166
4598,2011/7/15,11,1,28.7,32.575,54,8.9981,210
4599,2011/7/15,12,1,28.7,32.575,48,12.998,238
4600,2011/7/15,13,1,28.7,32.575,54,12.998,247
4601,2011/7/15,14,1,28.7,32.575,51,12.998,265
4602,2011/7/15,15,1,29.52,32.575,45,11.0014,237
4603,2011/7/15,16,1,29.52,33.335,51,12.998,361
4604,2011/7/15,17,1,30.34,33.335,42,16.9979,587
4605,2011/7/15,18,1,29.52,32.575,45,15.0013,496
4606,2011/7/15,19,1,28.7,31.82,45,15.0013,394
4607,2011/7/15,20,1,28.7,32.575,51,15.0013,343
4608,2011/7/15,21,1,27.06,31.06,54,7.0015,261
4609,2011/7/15,22,1,27.06,31.06,57,15.0013,223
4610,2011/7/15,23,1,26.24,31.06,61,11.0014,167
4611,2011/7/16,0,1,25.42,30.305,65,12.998,110
4612,2011/7/16,1,1,24.6,29.545,69,7.0015,75
4613,2011/7/16,2,1,24.6,29.545,73,8.9981,58
4614,2011/7/16,3,1,24.6,28.79,78,8.9981,26
4615,2011/7/16,4,1,24.6,29.545,73,6.0032,16
4616,2011/7/16,5,1,23.78,27.275,78,6.0032,10
4617,2011/7/16,6,1,24.6,28.79,78,11.0014,37
4618,2011/7/16,7,1,25.42,29.545,73,8.9981,52
4619,2011/7/16,8,1,27.06,31.06,65,11.0014,127
4620,2011/7/16,9,1,28.7,32.575,54,15.0013,222
4621,2011/7/16,10,1,29.52,33.335,54,12.998,322
4622,2011/7/16,11,1,30.34,33.335,48,15.0013,396
4623,2011/7/16,12,1,31.16,34.09,43,19.0012,463
4624,2011/7/16,13,1,31.16,34.09,45,19.9995,497
4625,2011/7/16,14,1,30.34,33.335,45,19.9995,433
4626,2011/7/16,15,1,31.16,34.09,45,22.0028,428
4627,2011/7/16,16,1,31.16,34.09,45,19.0012,425
4628,2011/7/16,17,1,31.16,34.09,45,15.0013,475
4629,2011/7/16,18,1,31.16,34.09,45,19.0012,428
4630,2011/7/16,19,1,30.34,34.09,48,12.998,406
4631,2011/7/16,20,1,29.52,33.335,51,15.0013,296
4632,2011/7/16,21,1,28.7,32.575,58,15.0013,252
4633,2011/7/16,22,1,28.7,32.575,65,19.0012,201
4634,2011/7/16,23,1,27.88,31.82,61,15.0013,168
4635,2011/7/17,0,1,27.06,31.06,65,15.0013,125
4636,2011/7/17,1,1,26.24,30.305,69,12.998,102
4637,2011/7/17,2,1,26.24,30.305,69,15.0013,94
4638,2011/7/17,3,1,26.24,30.305,69,15.0013,47
4639,2011/7/17,4,1,25.42,29.545,73,11.0014,10
4640,2011/7/17,5,1,26.24,30.305,69,15.0013,12
4641,2011/7/17,6,1,25.42,29.545,73,11.0014,21
4642,2011/7/17,7,1,26.24,30.305,73,11.0014,50
4643,2011/7/17,8,1,27.88,31.82,65,15.0013,118
4644,2011/7/17,9,1,29.52,33.335,58,15.0013,184
4645,2011/7/17,10,1,30.34,34.09,60,15.0013,304
4646,2011/7/17,11,1,31.16,34.85,55,19.0012,391
4647,2011/7/17,12,1,31.16,34.85,55,19.0012,420
4648,2011/7/17,13,1,32.8,37.12,49,19.9995,472
4649,2011/7/17,14,1,32.8,37.12,49,23.9994,430
4650,2011/7/17,15,1,33.62,37.12,43,19.9995,324
4651,2011/7/17,16,1,32.8,36.365,46,19.9995,317
4652,2011/7/17,17,1,32.8,37.12,49,26.0027,369
4653,2011/7/17,18,1,32.8,36.365,46,19.9995,390
4654,2011/7/17,19,1,31.16,34.85,55,19.0012,379
4655,2011/7/17,20,1,31.16,35.605,58,16.9979,262
4656,2011/7/17,21,1,30.34,34.09,62,15.0013,207
4657,2011/7/17,22,1,29.52,34.09,66,15.0013,181
4658,2011/7/17,23,1,28.7,33.335,74,8.9981,93
4659,2011/7/18,0,1,28.7,33.335,74,8.9981,51
4660,2011/7/18,1,1,28.7,33.335,74,15.0013,25
4661,2011/7/18,2,1,27.06,30.305,83,15.0013,10
4662,2011/7/18,3,1,27.06,30.305,78,12.998,7
4663,2011/7/18,4,1,26.24,29.545,78,11.0014,4
4664,2011/7/18,5,1,26.24,29.545,78,7.0015,17
4665,2011/7/18,6,1,26.24,28.79,83,7.0015,105
4666,2011/7/18,7,1,27.88,31.82,74,15.0013,277
4667,2011/7/18,8,1,28.7,32.575,70,12.998,347
4668,2011/7/18,9,1,30.34,34.85,67,15.0013,203
4669,2011/7/18,10,1,31.16,35.605,62,12.998,130
4670,2011/7/18,11,1,32.8,37.88,55,6.0032,141
4671,2011/7/18,12,1,32.8,38.635,59,12.998,165
4672,2011/7/18,13,1,33.62,39.395,56,16.9979,152
4673,2011/7/18,14,1,33.62,39.395,56,22.0028,138
4674,2011/7/18,15,1,34.44,40.15,53,22.0028,164
4675,2011/7/18,16,1,34.44,40.15,53,19.0012,265
4676,2011/7/18,17,1,34.44,39.395,49,22.0028,545
4677,2011/7/18,18,1,33.62,38.635,49,23.9994,558
4678,2011/7/18,19,1,32.8,37.88,55,15.0013,398
4679,2011/7/18,20,1,31.98,37.12,59,15.0013,323
4680,2011/7/18,21,1,30.34,34.85,66,12.998,202
4681,2011/7/18,22,1,31.16,36.365,66,15.0013,140
4682,2011/7/18,23,1,30.34,34.85,66,11.0014,91
4683,2011/7/19,0,1,30.34,34.85,66,7.0015,51
4684,2011/7/19,1,2,30.34,34.85,66,8.9981,13
4685,2011/7/19,2,1,29.52,34.09,70,11.0014,13
4686,2011/7/19,3,1,29.52,34.09,70,11.0014,3
4687,2011/7/19,4,1,29.52,34.09,70,8.9981,5
4688,2011/7/19,5,2,28.7,33.335,74,7.0015,19
4689,2011/7/19,6,2,29.52,34.85,74,7.0015,134
4690,2011/7/19,7,2,30.34,34.85,70,11.0014,315
4691,2011/7/19,8,2,31.16,36.365,70,11.0014,412
4692,2011/7/19,9,2,32.8,39.395,63,8.9981,199
4693,2011/7/19,10,2,33.62,39.395,56,11.0014,141
4694,2011/7/19,11,1,33.62,40.15,59,0,127
4695,2011/7/19,12,1,34.44,40.91,56,6.0032,153
4696,2011/7/19,13,1,35.26,41.665,53,7.0015,172
4697,2011/7/19,14,1,35.26,40.91,50,12.998,152
4698,2011/7/19,15,1,36.08,40.91,44,12.998,158
4699,2011/7/19,16,1,36.9,42.425,42,19.9995,277
4700,2011/7/19,17,1,32.8,40.15,66,0,513
4701,2011/7/19,18,1,32.8,40.15,66,8.9981,530
4702,2011/7/19,19,1,31.16,37.12,75,12.998,388
4703,2011/7/19,20,1,30.34,36.365,74,6.0032,277
4704,2011/7/19,21,1,30.34,35.605,74,8.9981,241
4705,2011/7/19,22,1,30.34,35.605,74,0,156
4706,2011/7/19,23,3,29.52,34.85,79,11.0014,92
4707,2011/7/20,0,1,28.7,33.335,84,7.0015,40
4708,2011/7/20,1,1,28.7,33.335,84,0,11
4709,2011/7/20,2,1,28.7,33.335,84,0,9
4710,2011/7/20,3,1,28.7,33.335,84,7.0015,6
4711,2011/7/20,4,1,27.88,31.82,83,0,4
4712,2011/7/20,5,1,27.88,31.82,83,7.0015,23
4713,2011/7/20,6,2,27.88,31.82,89,7.0015,116
4714,2011/7/20,7,2,28.7,33.335,84,7.0015,303
4715,2011/7/20,8,1,30.34,35.605,74,0,438
4716,2011/7/20,9,1,30.34,34.85,70,6.0032,209
4717,2011/7/20,10,1,31.16,36.365,70,0,110
4718,2011/7/20,11,1,32.8,39.395,63,6.0032,142
4719,2011/7/20,12,1,33.62,40.15,59,0,149
4720,2011/7/20,13,1,34.44,40.91,56,12.998,120
4721,2011/7/20,14,1,35.26,41.665,53,15.0013,127
4722,2011/7/20,15,1,35.26,40.91,50,11.0014,138
4723,2011/7/20,16,1,34.44,40.91,56,0,234
4724,2011/7/20,17,1,34.44,41.665,59,12.998,455
4725,2011/7/20,18,1,34.44,41.665,59,15.0013,497
4726,2011/7/20,19,1,33.62,42.425,67,11.0014,382
4727,2011/7/20,20,1,32.8,41.665,75,15.0013,309
4728,2011/7/20,21,1,32.8,40.15,66,11.0014,242
4729,2011/7/20,22,1,31.98,38.635,70,15.0013,169
4730,2011/7/20,23,1,31.16,37.12,75,16.9979,99
4731,2011/7/21,0,2,31.16,37.12,75,12.998,42
4732,2011/7/21,1,2,30.34,36.365,84,15.0013,21
4733,2011/7/21,2,2,30.34,36.365,84,15.0013,6
4734,2011/7/21,3,2,30.34,35.605,79,8.9981,6
4735,2011/7/21,4,2,29.52,35.605,84,7.0015,4
4736,2011/7/21,5,2,29.52,35.605,84,7.0015,18
4737,2011/7/21,6,2,29.52,35.605,84,7.0015,117
4738,2011/7/21,7,2,30.34,36.365,84,8.9981,274
4739,2011/7/21,8,2,31.16,37.88,79,11.0014,381
4740,2011/7/21,9,2,32.8,40.91,75,16.9979,200
4741,2011/7/21,10,2,33.62,43.18,71,15.0013,78
4742,2011/7/21,11,2,35.26,44.695,63,19.9995,106
4743,2011/7/21,12,1,36.08,44.695,56,22.0028,135
4744,2011/7/21,13,1,36.08,44.695,56,19.9995,102
4745,2011/7/21,14,1,36.9,44.695,50,23.9994,147
4746,2011/7/21,15,1,36.9,46.21,53,16.9979,133
4747,2011/7/21,16,1,37.72,46.21,48,19.0012,210
4748,2011/7/21,17,1,37.72,45.455,45,19.9995,414
4749,2011/7/21,18,1,36.9,44.695,50,19.0012,382
4750,2011/7/21,19,1,35.26,46.21,67,19.0012,284
4751,2011/7/21,20,1,34.44,44.695,71,15.0013,237
4752,2011/7/21,21,1,33.62,44.695,75,15.0013,225
4753,2011/7/21,22,1,33.62,43.18,71,11.0014,149
4754,2011/7/21,23,1,32.8,40.91,71,11.0014,113
4755,2011/7/22,0,1,33.62,41.665,63,8.9981,60
4756,2011/7/22,1,1,32.8,39.395,63,0,24
4757,2011/7/22,2,1,31.98,40.15,79,8.9981,14
4758,2011/7/22,3,1,31.98,39.395,75,7.0015,7
4759,2011/7/22,4,1,31.16,37.12,75,7.0015,13
4760,2011/7/22,5,1,30.34,35.605,79,7.0015,19
4761,2011/7/22,6,1,31.16,37.12,75,6.0032,96
4762,2011/7/22,7,2,32.8,40.15,66,7.0015,252
4763,2011/7/22,8,2,34.44,42.425,63,11.0014,322
4764,2011/7/22,9,1,35.26,44.695,63,6.0032,208
4765,2011/7/22,10,1,36.9,46.21,53,6.0032,115
4766,2011/7/22,11,1,36.9,44.695,50,7.0015,109
4767,2011/7/22,12,1,38.54,47.725,48,11.0014,115
4768,2011/7/22,13,1,38.54,49.24,51,11.0014,123
4769,2011/7/22,14,1,39.36,50,48,19.9995,101
4770,2011/7/22,15,1,38.54,49.24,51,19.9995,133
4771,2011/7/22,16,3,36.9,41.665,39,19.9995,182
4772,2011/7/22,17,1,36.08,42.425,47,7.0015,306
4773,2011/7/22,18,1,36.9,40.91,37,11.0014,284
4774,2011/7/22,19,2,35.26,39.395,41,7.0015,250
4775,2011/7/22,20,1,34.44,40.91,56,0,212
4776,2011/7/22,21,1,33.62,40.15,59,6.0032,190
4777,2011/7/22,22,2,34.44,39.395,49,6.0032,149
4778,2011/7/22,23,1,32.8,39.395,63,12.998,103
4779,2011/7/23,0,1,33.62,39.395,56,0,101
4780,2011/7/23,1,1,33.62,38.635,52,7.0015,70
4781,2011/7/23,2,1,33.62,38.635,52,0,61
4782,2011/7/23,3,1,31.98,37.88,66,6.0032,22
4783,2011/7/23,4,1,31.16,36.365,66,7.0015,9
4784,2011/7/23,5,1,31.16,35.605,62,8.9981,7
4785,2011/7/23,6,1,32.8,37.12,52,8.9981,25
4786,2011/7/23,7,1,32.8,37.12,52,7.0015,45
4787,2011/7/23,8,1,34.44,39.395,49,16.9979,109
4788,2011/7/23,9,1,34.44,39.395,49,11.0014,132
4789,2011/7/23,10,1,35.26,39.395,41,15.0013,198
4790,2011/7/23,11,1,36.9,40.91,37,12.998,216
4791,2011/7/23,12,1,37.72,43.18,37,7.0015,235
4792,2011/7/23,13,1,38.54,43.94,38,11.0014,245
4793,2011/7/23,14,1,37.72,44.695,42,0,236
4794,2011/7/23,15,1,38.54,43.94,38,0,215
4795,2011/7/23,16,1,38.54,43.94,38,8.9981,221
4796,2011/7/23,17,1,38.54,43.94,38,8.9981,197
4797,2011/7/23,18,1,37.72,43.94,40,15.0013,196
4798,2011/7/23,19,2,33.62,40.15,59,8.9981,217
4799,2011/7/23,20,1,33.62,40.15,59,15.0013,145
4800,2011/7/23,21,1,33.62,40.15,59,15.0013,154
4801,2011/7/23,22,1,32.8,38.635,59,12.998,125
4802,2011/7/23,23,1,32.8,38.635,59,7.0015,104
4803,2011/7/24,0,1,32.8,38.635,59,7.0015,119
4804,2011/7/24,1,1,31.98,37.88,66,7.0015,96
4805,2011/7/24,2,1,32.8,39.395,63,6.0032,60
4806,2011/7/24,3,1,32.8,39.395,63,6.0032,37
4807,2011/7/24,4,1,31.98,37.88,66,7.0015,6
4808,2011/7/24,5,1,31.98,37.88,66,6.0032,8
4809,2011/7/24,6,2,32.8,39.395,63,6.0032,22
4810,2011/7/24,7,1,32.8,38.635,59,8.9981,35
4811,2011/7/24,8,1,33.62,39.395,56,19.0012,104
4812,2011/7/24,9,1,33.62,39.395,56,26.0027,154
4813,2011/7/24,10,1,35.26,40.91,50,22.0028,226
4814,2011/7/24,11,1,34.44,40.15,53,16.9979,243
4815,2011/7/24,12,1,36.9,43.18,45,11.0014,246
4816,2011/7/24,13,1,35.26,40.15,47,15.0013,252
4817,2011/7/24,14,1,35.26,40.91,50,19.0012,283
4818,2011/7/24,15,1,36.9,42.425,42,16.9979,238
4819,2011/7/24,16,1,36.9,42.425,42,16.9979,249
4820,2011/7/24,17,1,36.9,41.665,39,7.0015,249
4821,2011/7/24,18,1,36.08,40.91,42,11.0014,243
4822,2011/7/24,19,1,35.26,40.15,47,11.0014,240
4823,2011/7/24,20,1,34.44,39.395,49,11.0014,195
4824,2011/7/24,21,1,32.8,39.395,63,8.9981,153
4825,2011/7/24,22,1,31.98,37.88,66,0,98
4826,2011/7/24,23,2,31.16,36.365,70,6.0032,50
4827,2011/7/25,0,2,31.16,36.365,70,0,34
4828,2011/7/25,1,2,31.16,37.12,75,6.0032,12
