instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,season,holiday,weekday,workingday,cnt
1407,2011/3/3,21,1,7.38,10.605,40,7.0015,1,0,4,1,51
1408,2011/3/3,22,1,8.2,12.88,40,0,1,0,4,1,53
1409,2011/3/3,23,2,7.38,10.605,43,6.0032,1,0,4,1,23
1410,2011/3/4,0,2,8.2,9.85,55,12.998,1,0,5,1,12
1411,2011/3/4,1,2,7.38,9.09,64,12.998,1,0,5,1,4
1412,2011/3/4,2,2,7.38,9.09,64,12.998,1,0,5,1,2
1413,2011/3/4,3,2,7.38,8.335,74,16.9979,1,0,5,1,1
1414,2011/3/4,4,2,7.38,9.09,74,12.998,1,0,5,1,1
1415,2011/3/4,5,2,6.56,9.09,74,8.9981,1,0,5,1,7
1416,2011/3/4,6,2,6.56,9.85,74,6.0032,1,0,5,1,29
1417,2011/3/4,7,1,6.56,9.09,80,8.9981,1,0,5,1,83
1418,2011/3/4,8,1,7.38,9.85,74,8.9981,1,0,5,1,228
1419,2011/3/4,9,1,9.02,11.365,60,8.9981,1,0,5,1,150
1420,2011/3/4,10,1,9.84,11.365,60,16.9979,1,0,5,1,66
1421,2011/3/4,11,1,11.48,13.635,52,15.0013,1,0,5,1,89
1422,2011/3/4,12,1,13.12,15.15,43,11.0014,1,0,5,1,97
1423,2011/3/4,13,1,13.94,15.91,42,15.0013,1,0,5,1,87
1424,2011/3/4,14,1,14.76,16.665,40,19.0012,1,0,5,1,95
1425,2011/3/4,15,1,14.76,16.665,40,19.9995,1,0,5,1,106
1426,2011/3/4,16,1,14.76,17.425,46,12.998,1,0,5,1,118
1427,2011/3/4,17,2,14.76,16.665,50,16.9979,1,0,5,1,228
1428,2011/3/4,18,2,13.94,15.15,53,19.9995,1,0,5,1,187
1429,2011/3/4,19,1,13.12,15.15,61,16.9979,1,0,5,1,107
1430,2011/3/4,20,2,12.3,14.395,70,12.998,1,0,5,1,87
1431,2011/3/4,21,2,12.3,14.395,70,15.0013,1,0,5,1,70
1432,2011/3/4,22,1,12.3,14.395,70,12.998,1,0,5,1,44
1433,2011/3/4,23,2,12.3,15.15,75,11.0014,1,0,5,1,46
1434,2011/3/5,0,2,11.48,14.395,81,7.0015,1,0,6,0,19
1435,2011/3/5,1,2,12.3,15.91,81,7.0015,1,0,6,0,25
1436,2011/3/5,2,2,12.3,14.395,87,12.998,1,0,6,0,20
1437,2011/3/5,3,2,12.3,14.395,87,12.998,1,0,6,0,2
1438,2011/3/5,4,2,12.3,15.15,93,11.0014,1,0,6,0,1
1439,2011/3/5,5,2,12.3,15.15,100,8.9981,1,0,6,0,3
1440,2011/3/5,6,2,12.3,14.395,100,15.0013,1,0,6,0,4
1441,2011/3/5,7,2,12.3,13.635,100,19.9995,1,0,6,0,15
1442,2011/3/5,8,2,12.3,13.635,100,19.9995,1,0,6,0,45
1443,2011/3/5,9,2,13.12,15.15,93,15.0013,1,0,6,0,63
1444,2011/3/5,10,2,13.94,16.665,93,12.998,1,0,6,0,103
1445,2011/3/5,11,2,16.4,20.455,76,15.0013,1,0,6,0,159
1446,2011/3/5,12,2,18.04,21.97,67,16.9979,1,0,6,0,167
1447,2011/3/5,13,2,18.86,22.725,67,19.0012,1,0,6,0,190
1448,2011/3/5,14,2,19.68,23.485,59,19.0012,1,0,6,0,198
1449,2011/3/5,15,2,18.86,22.725,63,19.9995,1,0,6,0,205
1450,2011/3/5,16,2,19.68,23.485,59,19.9995,1,0,6,0,204
1451,2011/3/5,17,2,19.68,23.485,59,23.9994,1,0,6,0,164
1452,2011/3/5,18,2,19.68,23.485,59,22.0028,1,0,6,0,152
1453,2011/3/5,19,2,18.86,22.725,67,22.0028,1,0,6,0,89
1454,2011/3/5,20,2,18.04,21.97,77,22.0028,1,0,6,0,70
1455,2011/3/5,21,2,18.04,21.97,72,22.0028,1,0,6,0,72
1456,2011/3/5,22,2,17.22,21.21,77,19.9995,1,0,6,0,63
1457,2011/3/5,23,2,18.04,21.97,77,19.9995,1,0,6,0,44
1458,2011/3/6,0,2,17.22,21.21,77,23.9994,1,0,0,0,52
1459,2011/3/6,1,2,17.22,21.21,77,19.0012,1,0,0,0,39
1460,2011/3/6,2,2,16.4,20.455,82,19.0012,1,0,0,0,32
1461,2011/3/6,3,2,17.22,21.21,82,19.9995,1,0,0,0,11
1462,2011/3/6,4,2,17.22,21.21,88,23.9994,1,0,0,0,3
1463,2011/3/6,6,2,17.22,21.21,94,23.9994,1,0,0,0,2
1464,2011/3/6,7,3,17.22,21.21,100,30.0026,1,0,0,0,5
1465,2011/3/6,8,2,16.4,20.455,100,19.9995,1,0,0,0,9
1466,2011/3/6,9,2,17.22,21.21,100,19.0012,1,0,0,0,22
1467,2011/3/6,10,2,17.22,21.21,100,19.9995,1,0,0,0,31
1468,2011/3/6,11,2,17.22,21.21,100,15.0013,1,0,0,0,62
1469,2011/3/6,12,2,18.86,22.725,94,22.0028,1,0,0,0,79
1470,2011/3/6,13,2,18.86,22.725,94,23.9994,1,0,0,0,105
1471,2011/3/6,14,3,18.04,21.97,100,15.0013,1,0,0,0,39
1472,2011/3/6,15,3,18.04,21.97,100,15.0013,1,0,0,0,7
1473,2011/3/6,16,3,14.76,16.665,100,19.0012,1,0,0,0,11
1474,2011/3/6,17,3,13.94,15.15,100,19.9995,1,0,0,0,25
1475,2011/3/6,18,3,13.12,14.395,100,23.9994,1,0,0,0,23
1476,2011/3/6,19,3,12.3,12.88,100,32.9975,1,0,0,0,11
1477,2011/3/6,20,3,11.48,12.12,100,27.9993,1,0,0,0,11
1478,2011/3/6,21,3,9.84,9.09,93,40.9973,1,0,0,0,7
1479,2011/3/6,22,2,9.02,9.85,100,26.0027,1,0,0,0,10
1480,2011/3/6,23,2,9.02,9.85,100,27.9993,1,0,0,0,9
1481,2011/3/7,0,3,8.2,9.09,100,22.0028,1,0,1,1,4
1482,2011/3/7,1,3,8.2,9.09,100,22.0028,1,0,1,1,2
1483,2011/3/7,3,1,8.2,7.575,80,39.0007,1,0,1,1,1
1484,2011/3/7,4,1,8.2,7.575,80,35.0008,1,0,1,1,1
1485,2011/3/7,5,1,8.2,9.09,75,23.9994,1,0,1,1,1
1486,2011/3/7,6,1,8.2,9.09,75,26.0027,1,0,1,1,34
1487,2011/3/7,7,1,8.2,8.335,75,27.9993,1,0,1,1,91
1488,2011/3/7,8,1,8.2,9.09,75,26.0027,1,0,1,1,211
1489,2011/3/7,9,1,9.02,9.09,64,31.0009,1,0,1,1,134
1490,2011/3/7,10,1,9.84,10.605,60,19.9995,1,0,1,1,58
1491,2011/3/7,11,1,10.66,10.605,48,30.0026,1,0,1,1,60
1492,2011/3/7,12,1,12.3,13.635,42,27.9993,1,0,1,1,96
1493,2011/3/7,13,1,13.12,14.395,36,26.0027,1,0,1,1,70
1494,2011/3/7,14,1,13.12,14.395,36,27.9993,1,0,1,1,77
1495,2011/3/7,15,1,13.94,15.15,31,26.0027,1,0,1,1,96
1496,2011/3/7,16,1,13.94,15.15,31,23.9994,1,0,1,1,122
1497,2011/3/7,17,1,13.94,15.15,29,23.9994,1,0,1,1,233
1498,2011/3/7,18,1,13.12,15.15,31,15.0013,1,0,1,1,233
1499,2011/3/7,19,1,12.3,14.395,33,15.0013,1,0,1,1,145
1500,2011/3/7,20,1,12.3,15.15,33,11.0014,1,0,1,1,92
1501,2011/3/7,21,1,11.48,13.635,38,15.0013,1,0,1,1,54
1502,2011/3/7,22,1,10.66,12.88,48,11.0014,1,0,1,1,35
1503,2011/3/7,23,1,11.48,15.91,48,0,1,0,1,1,22
1504,2011/3/8,0,1,10.66,14.395,48,6.0032,1,0,2,1,10
1505,2011/3/8,1,1,9.84,12.12,52,8.9981,1,0,2,1,4
1506,2011/3/8,2,1,9.84,12.12,52,8.9981,1,0,2,1,1
1507,2011/3/8,3,1,9.84,12.88,52,6.0032,1,0,2,1,7
1508,2011/3/8,4,1,9.02,13.635,64,0,1,0,2,1,2
1509,2011/3/8,5,1,8.2,11.365,69,7.0015,1,0,2,1,10
1510,2011/3/8,6,1,8.2,12.88,59,0,1,0,2,1,45
1511,2011/3/8,7,1,7.38,9.85,64,8.9981,1,0,2,1,128
1512,2011/3/8,8,1,9.02,11.365,55,12.998,1,0,2,1,257
1513,2011/3/8,9,1,10.66,12.88,41,11.0014,1,0,2,1,151
1514,2011/3/8,10,2,12.3,14.395,33,12.998,1,0,2,1,71
1515,2011/3/8,11,2,14.76,17.425,25,11.0014,1,0,2,1,78
1516,2011/3/8,12,2,14.76,18.94,23,0,1,0,2,1,99
1517,2011/3/8,13,2,15.58,19.695,25,7.0015,1,0,2,1,98
1518,2011/3/8,14,2,15.58,19.695,20,0,1,0,2,1,72
1519,2011/3/8,15,2,14.76,18.94,18,0,1,0,2,1,112
1520,2011/3/8,16,1,15.58,19.695,27,11.0014,1,0,2,1,108
1521,2011/3/8,17,1,14.76,17.425,27,15.0013,1,0,2,1,248
1522,2011/3/8,18,1,13.94,16.665,27,12.998,1,0,2,1,235
1523,2011/3/8,19,1,13.94,17.425,31,7.0015,1,0,2,1,150
1524,2011/3/8,20,1,13.12,16.665,39,6.0032,1,0,2,1,76
1525,2011/3/8,21,1,12.3,14.395,49,12.998,1,0,2,1,75
1526,2011/3/8,22,1,12.3,14.395,49,15.0013,1,0,2,1,55
1527,2011/3/8,23,1,11.48,13.635,61,12.998,1,0,2,1,41
1528,2011/3/9,0,1,10.66,14.395,65,6.0032,1,0,3,1,9
1529,2011/3/9,1,1,10.66,13.635,52,8.9981,1,0,3,1,4
1530,2011/3/9,2,1,10.66,13.635,52,8.9981,1,0,3,1,2
1531,2011/3/9,3,1,9.84,12.88,70,6.0032,1,0,3,1,3
1532,2011/3/9,4,1,9.84,12.88,75,7.0015,1,0,3,1,2
1533,2011/3/9,5,2,9.84,12.12,81,8.9981,1,0,3,1,8
1534,2011/3/9,6,2,9.84,12.88,85,7.0015,1,0,3,1,49
1535,2011/3/9,7,2,9.84,12.12,87,11.0014,1,0,3,1,141
1536,2011/3/9,8,2,9.84,12.12,87,8.9981,1,0,3,1,249
1537,2011/3/9,9,2,10.66,12.12,87,16.9979,1,0,3,1,141
1538,2011/3/9,10,2,12.3,14.395,75,16.9979,1,0,3,1,57
1539,2011/3/9,11,2,13.12,14.395,76,26.0027,1,0,3,1,59
1540,2011/3/9,12,2,13.12,15.15,76,16.9979,1,0,3,1,98
1541,2011/3/9,13,2,13.12,14.395,76,23.9994,1,0,3,1,99
1542,2011/3/9,14,2,13.94,15.15,76,19.9995,1,0,3,1,71
1543,2011/3/9,15,2,14.76,16.665,71,19.9995,1,0,3,1,79
1544,2011/3/9,16,2,13.94,15.15,76,22.0028,1,0,3,1,112
1545,2011/3/9,17,2,13.94,15.15,76,19.9995,1,0,3,1,194
1546,2011/3/9,18,2,13.94,15.91,76,16.9979,1,0,3,1,188
1547,2011/3/9,19,2,13.94,15.15,76,22.0028,1,0,3,1,134
1548,2011/3/9,20,2,13.12,15.91,87,12.998,1,0,3,1,91
1549,2011/3/9,21,2,13.12,15.15,93,22.0028,1,0,3,1,62
1550,2011/3/9,22,3,13.12,15.91,93,11.0014,1,0,3,1,21
1551,2011/3/9,23,3,13.94,16.665,93,12.998,1,0,3,1,18
1552,2011/3/10,0,3,13.94,15.91,0,16.9979,1,0,4,1,3
1553,2011/3/10,1,3,13.94,15.91,0,16.9979,1,0,4,1,2
1554,2011/3/10,2,3,13.94,15.91,0,16.9979,1,0,4,1,1
1555,2011/3/10,5,3,14.76,17.425,0,12.998,1,0,4,1,3
1556,2011/3/10,6,3,14.76,16.665,0,22.0028,1,0,4,1,12
1557,2011/3/10,7,3,15.58,19.695,0,15.0013,1,0,4,1,37
1558,2011/3/10,8,3,15.58,19.695,0,19.0012,1,0,4,1,44
1559,2011/3/10,9,3,16.4,20.455,0,15.0013,1,0,4,1,24
1560,2011/3/10,10,3,16.4,20.455,0,11.0014,1,0,4,1,17
1561,2011/3/10,11,3,16.4,20.455,0,16.9979,1,0,4,1,11
1562,2011/3/10,12,3,17.22,21.21,0,15.0013,1,0,4,1,34
1563,2011/3/10,13,3,17.22,21.21,0,15.0013,1,0,4,1,12
1564,2011/3/10,14,3,18.04,21.97,0,19.9995,1,0,4,1,12
1565,2011/3/10,15,3,18.04,21.97,0,15.0013,1,0,4,1,14
1566,2011/3/10,16,3,17.22,21.21,0,16.9979,1,0,4,1,21
1567,2011/3/10,17,2,18.04,21.97,0,26.0027,1,0,4,1,111
1568,2011/3/10,18,3,18.04,21.97,0,23.9994,1,0,4,1,82
1569,2011/3/10,19,3,18.04,21.97,0,39.0007,1,0,4,1,56
1570,2011/3/10,20,3,14.76,16.665,0,22.0028,1,0,4,1,38
1571,2011/3/10,21,3,14.76,17.425,0,15.0013,1,0,4,1,28
1572,2011/3/10,22,2,13.94,16.665,0,8.9981,1,0,4,1,34
1573,2011/3/10,23,3,13.94,17.425,0,6.0032,1,0,4,1,27
1574,2011/3/11,0,2,13.94,17.425,100,6.0032,1,0,5,1,6
1575,2011/3/11,1,3,13.94,17.425,100,7.0015,1,0,5,1,8
1576,2011/3/11,2,3,13.94,17.425,100,7.0015,1,0,5,1,5
1577,2011/3/11,3,2,13.12,16.665,93,6.0032,1,0,5,1,2
1578,2011/3/11,5,1,12.3,14.395,81,15.0013,1,0,5,1,7
1579,2011/3/11,6,1,10.66,12.12,81,19.0012,1,0,5,1,32
1580,2011/3/11,7,1,10.66,12.88,70,12.998,1,0,5,1,114
1581,2011/3/11,8,1,11.48,13.635,70,16.9979,1,0,5,1,259
1582,2011/3/11,9,2,12.3,14.395,61,19.0012,1,0,5,1,156
1583,2011/3/11,10,2,13.12,15.15,57,19.9995,1,0,5,1,78
1584,2011/3/11,11,2,13.12,15.15,57,19.9995,1,0,5,1,81
1585,2011/3/11,12,2,13.94,15.91,53,16.9979,1,0,5,1,111
1586,2011/3/11,13,1,14.76,16.665,53,16.9979,1,0,5,1,107
1587,2011/3/11,14,2,14.76,16.665,50,23.9994,1,0,5,1,89
1588,2011/3/11,15,2,13.94,15.91,53,16.9979,1,0,5,1,85
1589,2011/3/11,16,2,13.94,15.15,49,19.9995,1,0,5,1,113
1590,2011/3/11,17,1,13.94,15.91,49,15.0013,1,0,5,1,223
1591,2011/3/11,18,1,13.12,15.15,49,22.0028,1,0,5,1,153
1592,2011/3/11,19,1,12.3,13.635,56,22.0028,1,0,5,1,118
1593,2011/3/11,20,1,12.3,15.15,56,11.0014,1,0,5,1,76
1594,2011/3/11,21,2,12.3,14.395,52,16.9979,1,0,5,1,53
1595,2011/3/11,22,1,12.3,15.15,52,11.0014,1,0,5,1,64
1596,2011/3/11,23,1,12.3,14.395,52,16.9979,1,0,5,1,37
1597,2011/3/12,0,1,10.66,13.635,60,8.9981,1,0,6,0,34
1598,2011/3/12,1,1,9.84,11.365,65,12.998,1,0,6,0,18
1599,2011/3/12,2,1,9.84,11.365,65,12.998,1,0,6,0,14
1600,2011/3/12,3,1,9.84,11.365,65,16.9979,1,0,6,0,7
1601,2011/3/12,4,1,9.84,11.365,65,16.9979,1,0,6,0,1
1602,2011/3/12,5,1,9.02,11.365,69,12.998,1,0,6,0,2
1603,2011/3/12,6,1,9.02,10.605,75,16.9979,1,0,6,0,4
1604,2011/3/12,7,1,9.84,11.365,70,12.998,1,0,6,0,23
1605,2011/3/12,8,1,10.66,12.88,65,11.0014,1,0,6,0,53
1606,2011/3/12,9,1,11.48,14.395,65,7.0015,1,0,6,0,101
1607,2011/3/12,10,1,13.12,15.15,66,15.0013,1,0,6,0,99
1608,2011/3/12,11,1,13.94,15.15,49,22.0028,1,0,6,0,119
1609,2011/3/12,12,1,13.94,15.91,53,19.0012,1,0,6,0,158
1610,2011/3/12,13,1,14.76,16.665,51,23.9994,1,0,6,0,157
1611,2011/3/12,14,1,16.4,20.455,50,30.0026,1,0,6,0,166
1612,2011/3/12,15,1,17.22,21.21,44,32.9975,1,0,6,0,182
1613,2011/3/12,16,1,18.86,22.725,41,30.0026,1,0,6,0,244
1614,2011/3/12,17,1,18.86,22.725,44,22.0028,1,0,6,0,213
1615,2011/3/12,18,1,17.22,21.21,54,11.0014,1,0,6,0,145
1616,2011/3/12,19,1,17.22,21.21,54,6.0032,1,0,6,0,112
1617,2011/3/12,20,1,16.4,20.455,58,7.0015,1,0,6,0,86
1618,2011/3/12,21,1,15.58,19.695,62,0,1,0,6,0,82
1619,2011/3/12,22,1,14.76,18.94,71,0,1,0,6,0,63
1620,2011/3/12,23,1,15.58,19.695,66,6.0032,1,0,6,0,49
1621,2011/3/13,0,1,15.58,19.695,62,7.0015,1,0,0,0,38
1622,2011/3/13,1,1,14.76,17.425,66,8.9981,1,0,0,0,33
1623,2011/3/13,3,1,13.94,16.665,76,8.9981,1,0,0,0,23
1624,2011/3/13,4,1,13.94,16.665,66,11.0014,1,0,0,0,13
1625,2011/3/13,5,1,14.76,17.425,62,8.9981,1,0,0,0,3
1626,2011/3/13,6,1,13.94,18.18,66,0,1,0,0,0,2
1627,2011/3/13,7,1,14.76,17.425,62,12.998,1,0,0,0,10
1628,2011/3/13,8,1,16.4,20.455,50,19.9995,1,0,0,0,34
1629,2011/3/13,9,1,16.4,20.455,50,27.9993,1,0,0,0,44
1630,2011/3/13,10,1,17.22,21.21,47,16.9979,1,0,0,0,122
1631,2011/3/13,11,1,18.04,21.97,41,27.9993,1,0,0,0,181
1632,2011/3/13,12,1,18.86,22.725,38,26.0027,1,0,0,0,194
1633,2011/3/13,13,1,18.86,22.725,38,26.0027,1,0,0,0,221
1634,2011/3/13,14,1,18.86,22.725,41,19.9995,1,0,0,0,250
1635,2011/3/13,15,1,19.68,23.485,39,22.0028,1,0,0,0,304
1636,2011/3/13,16,1,18.86,22.725,41,26.0027,1,0,0,0,256
1637,2011/3/13,17,1,18.04,21.97,41,23.9994,1,0,0,0,241
1638,2011/3/13,18,1,16.4,20.455,43,23.9994,1,0,0,0,147
1639,2011/3/13,19,1,14.76,16.665,50,23.9994,1,0,0,0,101
1640,2011/3/13,20,1,13.12,15.15,57,19.9995,1,0,0,0,77
1641,2011/3/13,21,1,12.3,14.395,56,16.9979,1,0,0,0,58
1642,2011/3/13,22,1,12.3,13.635,56,22.0028,1,0,0,0,37
1643,2011/3/13,23,1,10.66,12.88,65,15.0013,1,0,0,0,28
1644,2011/3/14,0,1,10.66,13.635,65,7.0015,1,0,1,1,11
1645,2011/3/14,1,1,10.66,14.395,65,6.0032,1,0,1,1,1
1646,2011/3/14,2,1,10.66,14.395,65,6.0032,1,0,1,1,1
1647,2011/3/14,3,1,10.66,13.635,65,8.9981,1,0,1,1,3
1648,2011/3/14,5,1,9.84,12.12,70,8.9981,1,0,1,1,8
1649,2011/3/14,6,1,10.66,13.635,65,8.9981,1,0,1,1,28
1650,2011/3/14,7,2,11.48,15.91,61,0,1,0,1,1,88
1651,2011/3/14,8,2,12.3,15.15,56,8.9981,1,0,1,1,241
1652,2011/3/14,9,1,13.12,15.15,53,22.0028,1,0,1,1,140
1653,2011/3/14,10,1,13.94,15.91,42,16.9979,1,0,1,1,84
1654,2011/3/14,11,1,14.76,16.665,40,16.9979,1,0,1,1,71
1655,2011/3/14,12,1,15.58,19.695,37,0,1,0,1,1,94
1656,2011/3/14,13,1,15.58,19.695,36,22.0028,1,0,1,1,75
1657,2011/3/14,14,2,15.58,19.695,34,0,1,0,1,1,79
1658,2011/3/14,15,1,15.58,19.695,37,11.0014,1,0,1,1,101
1659,2011/3/14,16,1,16.4,20.455,35,7.0015,1,0,1,1,107
1660,2011/3/14,17,1,15.58,19.695,40,12.998,1,0,1,1,271
1661,2011/3/14,18,1,14.76,18.18,40,7.0015,1,0,1,1,235
1662,2011/3/14,19,1,14.76,17.425,43,8.9981,1,0,1,1,150
1663,2011/3/14,20,1,13.94,15.91,46,15.0013,1,0,1,1,129
1664,2011/3/14,21,1,13.94,16.665,46,8.9981,1,0,1,1,63
1665,2011/3/14,22,1,13.12,16.665,49,7.0015,1,0,1,1,47
1666,2011/3/14,23,1,13.12,17.425,53,0,1,0,1,1,19
1667,2011/3/15,0,1,13.12,17.425,53,0,1,0,2,1,14
1668,2011/3/15,1,1,12.3,15.15,62,6.0032,1,0,2,1,10
1669,2011/3/15,2,1,12.3,15.15,62,6.0032,1,0,2,1,3
1670,2011/3/15,4,1,9.84,12.88,75,6.0032,1,0,2,1,2
1671,2011/3/15,5,1,9.84,11.365,75,12.998,1,0,2,1,11
1672,2011/3/15,6,1,9.02,11.365,80,12.998,1,0,2,1,35
1673,2011/3/15,7,1,9.84,12.12,75,11.0014,1,0,2,1,119
1674,2011/3/15,8,1,10.66,14.395,70,6.0032,1,0,2,1,282
1675,2011/3/15,9,2,12.3,16.665,70,0,1,0,2,1,157
1676,2011/3/15,10,2,13.12,15.91,66,12.998,1,0,2,1,78
1677,2011/3/15,11,2,13.94,15.91,57,15.0013,1,0,2,1,78
1678,2011/3/15,12,2,14.76,17.425,50,15.0013,1,0,2,1,102
1679,2011/3/15,13,2,14.76,16.665,57,19.0012,1,0,2,1,97
1680,2011/3/15,14,2,15.58,19.695,46,19.9995,1,0,2,1,88
1681,2011/3/15,15,2,15.58,19.695,43,19.0012,1,0,2,1,90
1682,2011/3/15,16,2,15.58,19.695,46,22.0028,1,0,2,1,114
1683,2011/3/15,17,2,14.76,17.425,62,12.998,1,0,2,1,217
1684,2011/3/15,18,2,14.76,16.665,62,19.9995,1,0,2,1,225
1685,2011/3/15,19,2,13.94,15.91,71,19.0012,1,0,2,1,152
1686,2011/3/15,20,2,13.94,15.91,71,19.0012,1,0,2,1,88
1687,2011/3/15,21,3,13.12,16.665,81,7.0015,1,0,2,1,55
1688,2011/3/15,22,2,13.12,15.91,87,11.0014,1,0,2,1,21
1689,2011/3/15,23,2,13.12,15.91,87,11.0014,1,0,2,1,18
1690,2011/3/16,0,3,12.3,14.395,93,16.9979,1,0,3,1,8
1691,2011/3/16,1,3,12.3,13.635,100,19.9995,1,0,3,1,3
1692,2011/3/16,3,2,11.48,13.635,100,15.0013,1,0,3,1,3
1693,2011/3/16,4,2,12.3,15.15,93,11.0014,1,0,3,1,1
1694,2011/3/16,5,2,12.3,15.91,93,7.0015,1,0,3,1,3
1695,2011/3/16,6,2,12.3,15.91,93,7.0015,1,0,3,1,31
1696,2011/3/16,7,2,12.3,14.395,93,12.998,1,0,3,1,111
1697,2011/3/16,8,2,13.12,15.91,93,0,1,0,3,1,253
1698,2011/3/16,9,2,13.12,16.665,93,8.9981,1,0,3,1,154
1699,2011/3/16,10,2,14.76,17.425,81,11.0014,1,0,3,1,68
1700,2011/3/16,11,2,14.76,17.425,81,8.9981,1,0,3,1,75
1701,2011/3/16,12,2,16.4,20.455,71,7.0015,1,0,3,1,88
1702,2011/3/16,13,2,16.4,20.455,76,8.9981,1,0,3,1,99
1703,2011/3/16,14,2,16.4,20.455,76,15.0013,1,0,3,1,100
1704,2011/3/16,15,2,16.4,20.455,76,16.9979,1,0,3,1,101
1705,2011/3/16,16,2,16.4,20.455,76,11.0014,1,0,3,1,151
1706,2011/3/16,17,2,18.04,21.97,54,19.9995,1,0,3,1,253
1707,2011/3/16,18,2,18.04,21.97,54,15.0013,1,0,3,1,237
1708,2011/3/16,19,2,18.04,21.97,51,22.0028,1,0,3,1,168
1709,2011/3/16,20,2,17.22,21.21,54,19.9995,1,0,3,1,121
1710,2011/3/16,21,2,17.22,21.21,58,19.0012,1,0,3,1,78
1711,2011/3/16,22,2,16.4,20.455,62,26.0027,1,0,3,1,59
1712,2011/3/16,23,1,16.4,20.455,65,12.998,1,0,3,1,27
1713,2011/3/17,0,1,15.58,19.695,66,16.9979,1,0,4,1,23
1714,2011/3/17,1,1,14.76,17.425,71,15.0013,1,0,4,1,12
1715,2011/3/17,2,1,13.94,15.15,71,19.9995,1,0,4,1,8
1716,2011/3/17,3,1,13.94,16.665,66,11.0014,1,0,4,1,2
1717,2011/3/17,4,1,13.94,16.665,71,12.998,1,0,4,1,3
1718,2011/3/17,5,1,13.12,16.665,76,7.0015,1,0,4,1,13
1719,2011/3/17,6,1,13.12,15.91,76,12.998,1,0,4,1,51
1720,2011/3/17,7,1,13.12,16.665,76,8.9981,1,0,4,1,140
1721,2011/3/17,8,1,14.76,17.425,66,8.9981,1,0,4,1,299
1722,2011/3/17,9,1,16.4,20.455,62,16.9979,1,0,4,1,185
1723,2011/3/17,10,1,18.04,21.97,54,22.0028,1,0,4,1,78
1724,2011/3/17,11,1,18.04,21.97,54,19.0012,1,0,4,1,86
1725,2011/3/17,12,1,20.5,24.24,45,15.0013,1,0,4,1,105
1726,2011/3/17,13,2,21.32,25,42,6.0032,1,0,4,1,111
1727,2011/3/17,14,1,20.5,24.24,45,7.0015,1,0,4,1,119
1728,2011/3/17,15,1,21.32,25,42,16.9979,1,0,4,1,125
1729,2011/3/17,16,1,20.5,24.24,48,19.0012,1,0,4,1,142
1730,2011/3/17,17,1,20.5,24.24,42,12.998,1,0,4,1,313
1731,2011/3/17,18,2,18.86,22.725,59,11.0014,1,0,4,1,310
1732,2011/3/17,19,1,18.04,21.97,58,12.998,1,0,4,1,207
1733,2011/3/17,20,1,17.22,21.21,67,15.0013,1,0,4,1,137
1734,2011/3/17,21,1,17.22,21.21,62,15.0013,1,0,4,1,138
1735,2011/3/17,22,1,16.4,20.455,66,15.0013,1,0,4,1,87
1736,2011/3/17,23,1,17.22,21.21,62,19.0012,1,0,4,1,50
1737,2011/3/18,0,1,17.22,21.21,58,19.0012,1,0,5,1,29
1738,2011/3/18,1,1,16.4,20.455,62,16.9979,1,0,5,1,16
1739,2011/3/18,2,1,16.4,20.455,62,12.998,1,0,5,1,14
1740,2011/3/18,3,1,14.76,17.425,71,12.998,1,0,5,1,5
1741,2011/3/18,5,1,15.58,19.695,66,11.0014,1,0,5,1,10
1742,2011/3/18,6,1,16.4,20.455,66,12.998,1,0,5,1,36
1743,2011/3/18,7,1,16.4,20.455,66,12.998,1,0,5,1,123
1744,2011/3/18,8,1,17.22,21.21,67,16.9979,1,0,5,1,280
1745,2011/3/18,9,1,18.86,22.725,63,15.0013,1,0,5,1,210
1746,2011/3/18,10,1,21.32,25,53,19.0012,1,0,5,1,117
1747,2011/3/18,11,1,22.14,25.76,52,19.0012,1,0,5,1,159
1748,2011/3/18,12,2,22.96,26.515,49,23.9994,1,0,5,1,195
1749,2011/3/18,13,1,26.24,31.06,41,19.0012,1,0,5,1,175
1750,2011/3/18,14,1,27.06,31.06,39,16.9979,1,0,5,1,174
1751,2011/3/18,15,2,27.88,31.82,39,23.9994,1,0,5,1,173
1752,2011/3/18,16,1,27.88,31.82,39,19.0012,1,0,5,1,204
1753,2011/3/18,17,1,28.7,31.82,37,22.0028,1,0,5,1,332
1754,2011/3/18,18,1,27.88,31.82,39,11.0014,1,0,5,1,331
1755,2011/3/18,19,1,27.06,31.06,44,8.9981,1,0,5,1,190
1756,2011/3/18,20,1,25.42,31.06,46,8.9981,1,0,5,1,149
1757,2011/3/18,21,1,25.42,31.06,46,7.0015,1,0,5,1,113
1758,2011/3/18,22,1,25.42,31.06,50,11.0014,1,0,5,1,118
1759,2011/3/18,23,2,24.6,31.06,53,15.0013,1,0,5,1,86
1760,2011/3/19,0,2,24.6,31.06,53,16.9979,1,0,6,0,76
1761,2011/3/19,1,2,23.78,27.275,46,23.9994,1,0,6,0,51
1762,2011/3/19,2,2,22.96,26.515,43,15.0013,1,0,6,0,25
1763,2011/3/19,3,2,22.14,25.76,39,22.0028,1,0,6,0,8
1764,2011/3/19,4,1,21.32,25,34,27.9993,1,0,6,0,3
1765,2011/3/19,5,1,21.32,25,34,27.9993,1,0,6,0,2
1766,2011/3/19,6,1,18.04,21.97,44,27.9993,1,0,6,0,10
